# Samples,  Aspect Ratio,  Area,  Rect Area, Extent,  Solidity,  H0,  H1, H2, H3, H4, Goal
209.00000,1.66667,0.00117,0.00176,0.66481,0.93126,0.00000,0.00000,0.01111,0.15000,0.83889,0.00000
210.00000,2.50000,0.00110,0.00264,0.41543,0.58067,0.00000,0.00000,0.07901,0.20988,0.71111,0.00000
211.00000,1.00000,0.00056,0.00083,0.67188,0.97175,0.00000,0.00000,0.00000,0.11719,0.88281,0.00000
212.00000,0.76923,0.00021,0.00042,0.50385,0.81875,0.00000,0.00000,0.00769,0.24615,0.74615,0.00000
213.00000,0.38644,0.07579,0.10947,0.69233,0.90423,0.01136,0.06702,0.06447,0.03955,0.81760,0.00000
214.00000,0.34985,0.06949,0.11881,0.58489,0.83613,0.00334,0.05962,0.07370,0.14420,0.71914,0.00000
215.00000,0.92627,0.02994,0.56793,0.05272,0.13844,0.00925,0.04932,0.21559,0.61093,0.11491,1.00000
216.00000,0.68966,0.00480,0.00755,0.63556,0.83969,0.00000,0.00000,0.00000,0.00302,0.99698,0.00000
217.00000,0.11194,0.00290,0.00654,0.44279,0.89808,0.00000,0.00000,0.33333,0.10945,0.55721,0.00000
218.00000,0.36494,0.08122,0.14387,0.56455,0.81585,0.00545,0.03910,0.08173,0.15922,0.71450,0.00000
219.00000,0.13981,0.03818,0.08105,0.47108,0.94410,0.00972,0.05940,0.28524,0.10808,0.53755,0.00000
220.00000,0.98588,0.03214,0.57967,0.05545,0.14229,0.00909,0.05312,0.18555,0.60934,0.14290,1.00000
221.00000,1.00000,0.08681,0.69480,0.12494,0.15837,0.00841,0.05516,0.20346,0.56300,0.16996,1.00000
222.00000,0.36023,0.08343,0.14119,0.59090,0.83386,0.00565,0.04012,0.07993,0.15202,0.72228,0.00000
223.00000,1.05556,0.00083,0.00111,0.75000,0.98088,0.00000,0.00000,0.00000,0.31579,0.68421,0.00000
224.00000,0.70000,0.00043,0.00091,0.46786,0.91608,0.01429,0.08214,0.53571,0.36786,0.00000,0.00000
225.00000,1.40000,0.00035,0.00046,0.76429,0.98618,0.00000,0.00000,0.02143,0.39286,0.58571,0.00000
226.00000,0.37168,0.08097,0.13904,0.58234,0.83987,0.00592,0.02641,0.08047,0.16978,0.71742,0.00000
227.00000,0.12530,0.03931,0.07298,0.53872,0.87483,0.01253,0.05246,0.20804,0.10661,0.62037,0.00000
228.00000,0.55807,0.02018,0.22637,0.08916,0.19638,0.02180,0.05752,0.14289,0.56508,0.21271,1.00000
229.00000,1.06667,0.00049,0.00078,0.62083,0.95208,0.00000,0.00000,0.00000,0.09167,0.90833,0.00000
230.00000,2.16667,0.00014,0.00025,0.55769,0.90625,0.00000,0.00000,0.00000,0.03846,0.96154,0.00000
231.00000,1.29426,0.04155,0.67747,0.06133,0.13801,0.02341,0.07153,0.48826,0.33181,0.08499,1.00000
232.00000,1.69231,0.00054,0.00093,0.58392,0.88360,0.00000,0.00000,0.00000,0.03846,0.96154,0.00000
233.00000,0.84615,0.00029,0.00047,0.63287,0.95767,0.00000,0.00000,0.00000,0.08392,0.91608,0.00000
234.00000,4.50000,0.00029,0.00094,0.31076,0.56113,0.00000,0.00000,0.02778,0.29514,0.67708,0.00000
235.00000,2.00000,0.00015,0.00023,0.63194,0.93814,0.00000,0.00000,0.00000,0.05556,0.94444,0.00000
236.00000,1.01337,0.03338,0.46141,0.07235,0.14964,0.01046,0.05753,0.47952,0.36046,0.09203,1.00000
237.00000,1.78571,0.00066,0.00114,0.58286,0.90869,0.00000,0.00000,0.00000,0.06571,0.93429,0.00000
238.00000,0.78571,0.00030,0.00050,0.59091,0.96296,0.00000,0.00000,0.00000,0.10390,0.89610,0.00000
239.00000,5.83333,0.00029,0.00068,0.42381,0.76395,0.00000,0.00000,0.04286,0.09048,0.86667,0.00000
240.00000,3.20000,0.00014,0.00026,0.54375,0.82857,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
241.00000,0.19818,0.08804,0.12433,0.70814,0.92606,0.00000,0.00000,0.00301,0.02982,0.96717,0.00000
242.00000,0.73232,0.03809,0.37383,0.10189,0.19990,0.01907,0.05555,0.62317,0.16930,0.13292,1.00000
243.00000,1.84615,0.00068,0.00102,0.66827,0.94344,0.00000,0.00000,0.00000,0.05769,0.94231,0.00000
244.00000,0.17391,0.00041,0.00120,0.34511,0.66667,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
245.00000,4.62500,0.00032,0.00096,0.33108,0.61250,0.00000,0.00338,0.01014,0.19257,0.79392,0.00000
246.00000,1.38462,0.04533,0.68555,0.06613,0.13657,0.01968,0.06482,0.46091,0.34104,0.11354,1.00000
247.00000,1.46078,0.08149,0.79156,0.10295,0.11710,0.01958,0.06904,0.43085,0.35113,0.12940,1.00000
248.00000,2.93333,0.00118,0.00215,0.54848,0.71050,0.00000,0.01061,0.01970,0.15152,0.81818,0.00000
249.00000,2.06667,0.00102,0.00151,0.67204,0.95274,0.00000,0.00000,0.01505,0.17849,0.80645,0.00000
250.00000,0.80000,0.00036,0.00059,0.61944,0.95708,0.00000,0.00000,0.00000,0.20556,0.79444,0.00000
251.00000,1.30000,0.00024,0.00042,0.57692,0.89820,0.00000,0.00000,0.00000,0.05385,0.94615,0.00000
252.00000,0.96419,0.03457,0.41357,0.08360,0.16445,0.01209,0.05947,0.43303,0.39314,0.10226,1.00000
253.00000,0.12500,0.03124,0.05753,0.54301,0.93165,0.02654,0.04849,0.24672,0.09671,0.58154,0.00000
254.00000,2.00000,0.00084,0.00128,0.65689,0.93466,0.00000,0.00000,0.00000,0.13265,0.86735,0.00000
255.00000,2.66667,0.00076,0.00195,0.39000,0.53061,0.00167,0.00667,0.01333,0.13833,0.84000,0.00000
256.00000,0.78571,0.00032,0.00050,0.62987,0.93720,0.00000,0.00000,0.00000,0.11039,0.88961,0.00000
257.00000,0.92795,0.06953,0.63363,0.10973,0.13783,0.03959,0.06159,0.31240,0.42174,0.16468,1.00000
258.00000,0.09474,0.02912,0.04453,0.65402,0.88352,0.00000,0.00000,0.00563,0.06915,0.92522,0.00000
259.00000,0.80702,0.00297,0.00854,0.34802,0.66630,0.00000,0.00000,0.00000,0.05645,0.94355,0.00000
260.00000,0.21875,0.00262,0.00656,0.39881,0.62568,0.00000,0.00000,0.00347,0.05357,0.94296,0.00000
261.00000,2.40000,0.00156,0.00313,0.49948,0.72105,0.00000,0.00000,0.00104,0.02604,0.97292,0.00000
262.00000,0.08068,0.03765,0.04394,0.85697,0.92189,0.00000,0.00111,0.00570,0.06246,0.93073,0.00000
263.00000,0.71388,0.02170,0.28957,0.07495,0.17094,0.02611,0.04753,0.22052,0.56788,0.13796,1.00000
264.00000,0.07163,0.01788,0.02840,0.62957,0.81924,0.00000,0.00000,0.00837,0.08355,0.90808,0.00000
265.00000,0.24176,0.00415,0.00652,0.63686,0.81705,0.00000,0.00000,0.00000,0.03297,0.96703,0.00000
266.00000,2.68000,0.00218,0.00545,0.39940,0.73719,0.00000,0.00000,0.04836,0.10030,0.85134,0.00000
267.00000,0.30660,0.14996,0.17943,0.83575,0.98265,0.00000,0.00000,0.00058,0.06001,0.93940,0.00000
268.00000,0.18227,0.03846,0.09780,0.39324,0.60463,0.05043,0.02007,0.18866,0.26102,0.47983,0.00000
269.00000,0.68172,0.02173,0.43550,0.04990,0.13802,0.02910,0.02921,0.13092,0.55617,0.25460,1.00000
270.00000,3.06667,0.00114,0.00225,0.50870,0.80969,0.00000,0.00000,0.00000,0.26087,0.73913,0.00000
271.00000,0.27660,0.00083,0.00199,0.41899,0.65725,0.00000,0.00000,0.00491,0.02782,0.96727,0.00000
272.00000,0.35345,0.13146,0.13934,0.94344,0.97783,0.00000,0.00000,0.00107,0.00778,0.99115,0.00000
273.00000,0.17620,0.04676,0.10953,0.42689,0.48903,0.04704,0.02690,0.17703,0.22289,0.52614,0.00000
274.00000,0.33714,0.01286,0.13444,0.09564,0.21521,0.00075,0.01169,0.02169,0.55949,0.40637,1.00000
275.00000,1.47368,0.00471,0.00693,0.67928,0.89727,0.00000,0.00000,0.00000,0.04135,0.95865,0.00000
276.00000,1.20000,0.00160,0.00352,0.45463,0.81023,0.00000,0.00000,0.03796,0.09907,0.86296,0.00000
277.00000,0.27500,0.15724,0.17331,0.90728,0.97989,0.00000,0.00000,0.00299,0.01613,0.98088,0.00000
278.00000,0.41031,0.02300,0.26568,0.08656,0.19961,0.01294,0.03241,0.09106,0.66275,0.20085,1.00000
279.00000,0.33333,0.00268,0.00473,0.56646,0.75217,0.00000,0.00000,0.00138,0.02273,0.97590,0.00000
280.00000,2.72222,0.00141,0.00287,0.49150,0.88110,0.00000,0.00000,0.00000,0.31519,0.68481,0.00000
281.00000,0.94444,0.00132,0.00398,0.33211,0.64269,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
282.00000,1.93939,0.38944,0.68750,0.56646,0.61705,0.06568,0.20518,0.03486,0.02745,0.66683,0.00000
283.00000,2.62295,0.01749,0.03177,0.55046,0.62504,0.02889,0.01588,0.01004,0.03648,0.90871,0.00000
284.00000,1.38947,0.01514,0.16328,0.09270,0.09862,0.22869,0.58427,0.04482,0.02751,0.11471,1.00000
285.00000,1.00000,0.00271,0.01505,0.17993,0.30718,0.00000,0.00000,0.05212,0.60554,0.34234,0.00000
286.00000,0.80000,0.00035,0.00104,0.34063,0.86853,0.00000,0.00000,0.00000,0.04062,0.95938,0.00000
287.00000,1.61616,0.35943,0.82500,0.43567,0.58539,0.06221,0.10458,0.04465,0.19889,0.58967,0.00000
288.00000,1.30519,0.00881,0.10076,0.08744,0.09471,0.34070,0.46149,0.05460,0.03063,0.11259,1.00000
289.00000,1.69388,0.00519,0.01324,0.39194,0.58538,0.01033,0.01279,0.07819,0.09983,0.79887,0.00000
290.00000,6.46154,0.00180,0.00355,0.50733,0.85165,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
291.00000,1.25000,0.00011,0.00026,0.43125,0.80233,0.00000,0.00000,0.05000,0.20000,0.75000,0.00000
292.00000,1.96319,0.34647,0.67917,0.51013,0.63047,0.12596,0.18775,0.03044,0.01570,0.64016,0.00000
293.00000,0.63448,0.04045,0.04342,0.93156,0.97758,0.00090,0.00322,0.00570,0.01694,0.97324,0.00000
294.00000,3.27419,0.02995,0.04097,0.73113,0.82711,0.00000,0.01025,0.02860,0.11410,0.84705,0.00000
295.00000,1.39806,0.01784,0.19312,0.09237,0.09884,0.34913,0.47008,0.04121,0.02604,0.11354,1.00000
296.00000,2.54545,0.00111,0.01604,0.06950,0.36848,0.00000,0.00000,0.03369,0.77192,0.19440,0.00000
297.00000,1.93353,0.37120,0.68958,0.53830,0.62822,0.06858,0.13857,0.03649,0.08057,0.67579,0.00000
298.00000,1.44371,0.00919,0.10715,0.08573,0.08991,0.31764,0.50407,0.03402,0.03159,0.11267,1.00000
299.00000,6.17647,0.00370,0.00581,0.63613,0.83677,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
300.00000,1.12500,0.00011,0.00023,0.45139,0.84416,0.00000,0.00000,0.01389,0.18056,0.80556,0.00000
301.00000,1.40000,0.00003,0.00011,0.28571,0.64516,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
302.00000,1.70667,0.36257,0.78125,0.46409,0.60113,0.06985,0.10540,0.04282,0.17845,0.60349,0.00000
303.00000,1.33775,0.00839,0.09929,0.08450,0.09133,0.38840,0.41922,0.04885,0.03174,0.11180,1.00000
304.00000,1.60000,0.00654,0.01302,0.50200,0.72754,0.00600,0.01475,0.08400,0.10625,0.78900,0.00000
305.00000,6.16667,0.00028,0.00072,0.38288,0.75221,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
306.00000,0.77778,0.00020,0.00082,0.24206,0.51261,0.00000,0.00000,0.00000,0.35714,0.64286,0.00000
307.00000,1.95122,0.37843,0.68333,0.55380,0.63818,0.06007,0.16307,0.03980,0.05856,0.67850,0.00000
308.00000,1.29834,0.01236,0.13846,0.08926,0.09791,0.21921,0.58086,0.05621,0.03037,0.11334,1.00000
309.00000,1.66667,0.00717,0.01411,0.50830,0.67852,0.00000,0.00000,0.00300,0.02076,0.97624,0.00000
310.00000,2.12500,0.00022,0.00177,0.12224,0.38776,0.00000,0.00000,0.00000,0.05515,0.94485,0.00000
311.00000,2.57143,0.00015,0.00041,0.36111,0.65468,0.00000,0.00000,0.00000,0.03968,0.96032,0.00000
312.00000,1.88235,0.30432,0.70833,0.42963,0.54537,0.17308,0.16559,0.02836,0.02262,0.61035,0.00000
313.00000,0.97143,0.09077,0.09684,0.93733,0.97758,0.00010,0.00094,0.00333,0.01180,0.98383,0.00000
314.00000,1.28980,0.02366,0.25202,0.09388,0.10359,0.46234,0.35209,0.04221,0.02743,0.11593,1.00000
315.00000,1.00000,0.00004,0.00012,0.34722,0.86207,0.00000,0.00000,0.00000,0.27778,0.72222,0.00000
316.00000,2.00000,0.00002,0.00016,0.15000,0.50000,0.00000,0.00000,0.00000,0.26000,0.74000,0.00000
317.00000,1.80791,0.27799,0.73750,0.37694,0.47011,0.22005,0.23427,0.03614,0.01835,0.49118,0.00000
318.00000,0.45402,0.04207,0.04475,0.94024,0.97613,0.00342,0.00546,0.00764,0.01455,0.96894,0.00000
319.00000,1.44314,0.02979,0.30547,0.09753,0.10250,0.46263,0.37085,0.02739,0.02409,0.11504,1.00000
320.00000,1.14286,0.00138,0.00292,0.47210,0.77331,0.00000,0.03237,0.15402,0.15513,0.65848,0.00000
321.00000,1.39583,0.00120,0.01047,0.11458,0.25502,0.14303,0.13744,0.13371,0.19621,0.38961,0.00000
322.00000,1.19187,0.23449,0.76141,0.30797,0.53289,0.26584,0.24781,0.04569,0.04109,0.39956,0.00000
323.00000,0.07980,0.02952,0.04177,0.70675,0.92216,0.04169,0.05104,0.03694,0.06305,0.80728,0.00000
324.00000,0.99259,0.02633,0.52998,0.04968,0.12804,0.36828,0.34279,0.03882,0.02567,0.22443,1.00000
325.00000,0.34400,0.01136,0.01750,0.64940,0.82081,0.00000,0.00465,0.02512,0.18307,0.78716,0.00000
326.00000,0.11111,0.00544,0.01172,0.46417,0.86357,0.00000,0.00000,0.02806,0.26000,0.71194,0.00000
327.00000,0.74566,0.13366,0.29059,0.45996,0.63190,0.14940,0.19239,0.06824,0.05309,0.53688,0.00000
328.00000,0.08651,0.02989,0.04350,0.68728,0.84102,0.05119,0.04236,0.04393,0.07821,0.78431,0.00000
329.00000,0.69706,0.01673,0.26230,0.06379,0.15046,0.46485,0.37282,0.02911,0.02898,0.10423,1.00000
330.00000,0.39130,0.00050,0.00067,0.73671,0.89971,0.00000,0.00000,0.00000,0.02415,0.97585,0.00000
331.00000,0.03125,0.00021,0.00094,0.22743,0.46953,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
332.00000,1.02882,0.20873,0.40325,0.51762,0.69531,0.07860,0.12400,0.07715,0.08185,0.63840,0.00000
333.00000,0.60643,0.02961,0.12239,0.24189,0.42087,0.00380,0.18442,0.09293,0.11740,0.60145,0.00000
334.00000,0.55556,0.01512,0.21152,0.07148,0.16680,0.41051,0.40673,0.03156,0.03124,0.11996,1.00000
335.00000,0.90196,0.00575,0.00764,0.75320,0.88839,0.00000,0.07076,0.03026,0.06095,0.83802,0.00000
336.00000,1.34211,0.00517,0.00631,0.81966,0.96244,0.00000,0.04283,0.04025,0.04592,0.87100,0.00000
337.00000,0.86937,0.17982,0.55789,0.32231,0.50141,0.27228,0.25045,0.04551,0.03699,0.39477,0.00000
338.00000,0.97483,0.03279,0.60600,0.05411,0.13282,0.52627,0.31516,0.02777,0.02200,0.10880,1.00000
339.00000,1.13261,0.11202,0.78014,0.14359,0.28836,0.45996,0.27346,0.03666,0.02233,0.20759,0.00000
340.00000,1.27549,0.09034,0.88238,0.10238,0.12159,0.49241,0.26515,0.03580,0.02374,0.18291,1.00000
341.00000,1.12500,0.00035,0.00094,0.36806,0.88703,0.00000,0.00000,0.22222,0.27431,0.50347,0.00000
342.00000,1.25000,0.00003,0.00007,0.40000,0.84211,0.00000,0.00000,0.00000,0.50000,0.50000,0.00000
343.00000,0.33333,0.00001,0.00004,0.16667,0.66667,0.00000,0.00000,0.00000,0.41667,0.58333,0.00000
344.00000,0.09368,0.04395,0.05560,0.79054,0.90898,0.04836,0.04087,0.03285,0.05474,0.82319,0.00000
345.00000,0.43799,0.02556,0.20480,0.12483,0.25993,0.60659,0.19078,0.02562,0.03646,0.14054,0.00000
346.00000,0.03550,0.00361,0.01320,0.27379,0.49631,0.00000,0.43195,0.12919,0.09443,0.34443,0.00000
347.00000,0.33333,0.00009,0.00016,0.59375,0.96610,0.00000,0.00000,0.04167,0.08333,0.87500,0.00000
348.00000,5.50000,0.00004,0.00029,0.14205,0.40984,0.00000,0.00000,0.00000,0.28409,0.71591,0.00000
349.00000,0.86250,0.18698,0.64687,0.28905,0.55315,0.21987,0.29167,0.03199,0.07030,0.38617,0.00000
350.00000,0.16250,0.07290,0.12187,0.59816,0.95422,0.19367,0.09185,0.02273,0.04853,0.64322,0.00000
351.00000,0.87083,0.02924,0.65312,0.04477,0.16277,0.36987,0.33133,0.02901,0.04232,0.22747,1.00000
352.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
353.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
354.00000,1.15625,0.21281,0.86719,0.24540,0.45585,0.34265,0.28076,0.02760,0.04850,0.30049,0.00000
355.00000,0.15890,0.07227,0.11523,0.62712,0.94086,0.19048,0.10167,0.02757,0.06294,0.61734,0.00000
356.00000,0.88889,0.00881,0.01898,0.46399,0.91496,0.00000,0.00000,0.00000,0.78326,0.21674,0.00000
357.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
358.00000,1.01458,0.17196,0.76094,0.22598,0.45599,0.33851,0.31515,0.03505,0.03264,0.27865,0.00000
359.00000,1.31042,0.11950,0.98281,0.12159,0.16235,0.36121,0.29789,0.03413,0.02978,0.27699,1.00000
360.00000,1.25000,0.00025,0.00059,0.41944,0.90419,0.00000,0.03333,0.09444,0.39444,0.47778,0.00000
361.00000,1.00000,0.00001,0.00012,0.05556,0.16000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
362.00000,0.21914,0.05604,0.07488,0.74837,0.90525,0.00000,0.00026,0.01313,0.38989,0.59672,0.00000
363.00000,0.25000,0.05068,0.06939,0.73039,0.92703,0.00901,0.02866,0.06441,0.38731,0.51060,0.00000
364.00000,1.50299,0.01714,0.13645,0.12564,0.13000,0.01899,0.08779,0.52551,0.22723,0.14047,1.00000
365.00000,0.05625,0.01300,0.01875,0.69323,0.89299,0.00156,0.12361,0.08767,0.06267,0.72448,0.00000
366.00000,0.45714,0.00807,0.01641,0.49206,0.73427,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
367.00000,0.43149,0.13010,0.16525,0.78730,0.95054,0.00000,0.00191,0.01206,0.28483,0.70121,0.00000
368.00000,1.50802,0.02118,0.17166,0.12335,0.12812,0.01820,0.08655,0.55351,0.20655,0.13519,1.00000
369.00000,0.40278,0.01087,0.02719,0.39972,0.65660,0.00156,0.02694,0.04310,0.92684,0.00156,0.00000
370.00000,1.17308,0.00231,0.01033,0.22415,0.48732,0.00000,0.00000,0.19704,0.43632,0.36665,0.00000
371.00000,2.12121,0.00175,0.00752,0.23268,0.42457,0.00866,0.07879,0.25931,0.46277,0.19048,0.00000
372.00000,0.83422,0.32357,0.37984,0.85185,0.96048,0.00000,0.00047,0.00524,0.16636,0.82793,0.00000
373.00000,1.23438,0.01349,0.14813,0.09107,0.18070,0.02327,0.09212,0.62289,0.15539,0.10632,1.00000
374.00000,0.96364,0.00258,0.00949,0.27204,0.49501,0.00000,0.00000,0.10017,0.47650,0.42333,0.00000
375.00000,1.32000,0.00131,0.00269,0.48606,0.70973,0.00000,0.03636,0.15152,0.37697,0.43515,0.00000
376.00000,0.46154,0.00094,0.00229,0.41168,0.80952,0.00000,0.00000,0.00997,0.56410,0.42593,0.00000
377.00000,0.97396,0.39539,0.46750,0.84576,0.98114,0.00000,0.00052,0.00572,0.16552,0.82824,0.00000
378.00000,0.91237,0.01193,0.11178,0.10669,0.20712,0.03998,0.11515,0.60545,0.11349,0.12592,1.00000
379.00000,1.03636,0.00274,0.01021,0.26890,0.51014,0.00000,0.00000,0.06826,0.52440,0.40734,0.00000
380.00000,1.34615,0.00126,0.00296,0.42582,0.64583,0.00330,0.04396,0.16923,0.40000,0.38352,0.00000
381.00000,0.47368,0.00083,0.00223,0.37135,0.75259,0.00000,0.00000,0.02778,0.60380,0.36842,0.00000
382.00000,0.60062,0.12002,0.20398,0.58840,0.78867,0.16785,0.10105,0.06720,0.07145,0.59245,0.00000
383.00000,0.23510,0.04939,0.06980,0.70768,0.93015,0.00849,0.02052,0.06935,0.38588,0.51576,0.00000
384.00000,1.08434,0.02096,0.02432,0.86178,0.95068,0.00000,0.10321,0.13119,0.21365,0.55194,0.00000
385.00000,1.29744,0.01385,0.16060,0.08626,0.17424,0.03312,0.09016,0.61867,0.16524,0.09281,1.00000
386.00000,0.37903,0.01124,0.01897,0.59248,0.88312,0.00343,0.01870,0.02505,0.94801,0.00480,0.00000
387.00000,1.36259,0.69341,0.83161,0.83381,0.96670,0.00843,0.00703,0.02386,0.13615,0.82453,0.00000
388.00000,0.54762,0.00124,0.00314,0.39493,0.80231,0.00000,0.00000,0.04762,0.55694,0.39545,0.00000
389.00000,0.66667,0.00087,0.00281,0.30903,0.58875,0.00000,0.00000,0.03588,0.56944,0.39468,0.00000
390.00000,3.37500,0.00026,0.00070,0.36806,0.65432,0.00000,0.00000,0.00463,0.99537,0.00000,0.00000
391.00000,2.33333,0.00014,0.00027,0.51190,0.82692,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
392.00000,1.50000,0.66374,0.85314,0.77799,0.80819,0.02759,0.11376,0.05042,0.03776,0.77047,0.00000
393.00000,2.80000,0.00009,0.00023,0.39286,0.84615,0.00000,0.00000,0.00000,0.12857,0.87143,0.00000
394.00000,2.60000,0.00007,0.00021,0.33846,0.75862,0.00000,0.04615,0.12308,0.53846,0.29231,0.00000
395.00000,0.62500,0.00005,0.00013,0.40000,0.76190,0.00000,0.00000,0.00000,0.60000,0.40000,0.00000
396.00000,0.30000,0.00001,0.00010,0.13333,0.50000,0.00000,0.00000,0.06667,0.93333,0.00000,0.00000
397.00000,0.63053,0.25289,0.41934,0.60307,0.71212,0.01993,0.07859,0.14138,0.14100,0.61911,0.00000
398.00000,0.49176,0.24779,0.28914,0.85698,0.98716,0.00815,0.03058,0.07810,0.23898,0.64420,0.00000
399.00000,3.61538,0.00889,0.01790,0.49645,0.77645,0.00000,0.01218,0.13275,0.67685,0.17821,0.00000
400.00000,0.09554,0.00658,0.00767,0.85839,0.97799,0.00000,0.00255,0.02760,0.16603,0.80382,0.00000
401.00000,0.32540,0.00630,0.01682,0.37466,0.57975,0.00445,0.12873,0.23480,0.34611,0.28591,0.00000
402.00000,1.88791,0.55836,0.70625,0.79060,0.84456,0.02495,0.08830,0.06569,0.06781,0.75324,0.00000
403.00000,2.15385,0.00217,0.00474,0.45845,0.69713,0.01717,0.02885,0.12706,0.53846,0.28846,0.00000
404.00000,1.50000,0.00174,0.00236,0.73829,0.92017,0.00000,0.00000,0.05096,0.20937,0.73967,0.00000
405.00000,1.81081,0.00128,0.00807,0.15853,0.32187,0.05728,0.15611,0.35296,0.26866,0.16499,0.00000
406.00000,1.48000,0.00125,0.00301,0.41622,0.81395,0.00865,0.03351,0.04324,0.91459,0.00000,0.00000
407.00000,1.37339,0.38236,0.97083,0.39385,0.58612,0.16433,0.18667,0.13618,0.17531,0.33752,0.00000
408.00000,0.16461,0.01644,0.03164,0.51965,0.68651,0.00154,0.25504,0.14342,0.09208,0.50792,0.00000
409.00000,1.07500,0.00797,0.02240,0.35596,0.52718,0.01497,0.11730,0.12631,0.58997,0.15145,0.00000
410.00000,1.42593,0.00688,0.01354,0.50806,0.65851,0.05748,0.03800,0.08586,0.27537,0.54329,0.00000
411.00000,0.35417,0.00540,0.01063,0.50797,0.70418,0.04350,0.09773,0.16422,0.29412,0.40043,0.00000
412.00000,1.38829,0.73602,0.96042,0.76635,0.83734,0.04984,0.05318,0.06000,0.06713,0.76985,0.00000
413.00000,0.19626,0.00431,0.00731,0.58879,0.87269,0.05429,0.10369,0.13351,0.11304,0.59546,0.00000
414.00000,1.54545,0.00027,0.00061,0.44118,0.82090,0.00000,0.00000,0.00535,0.99465,0.00000,0.00000
415.00000,4.66667,0.00005,0.00014,0.34524,0.80556,0.00000,0.00000,0.00000,0.42857,0.57143,0.00000
416.00000,1.00000,0.00004,0.00016,0.22449,0.61111,0.00000,0.02041,0.24490,0.59184,0.14286,0.00000
417.00000,0.56358,0.13213,0.21963,0.60159,0.90127,0.01881,0.06324,0.11101,0.33760,0.46933,0.00000
