# Samples,  Aspect Ratio,  Area,  Rect Area, Extent,  Solidity,  H0,  H1, H2, H3, H4, Goal
418.00000,1.14691,0.06693,0.56204,0.11908,0.18317,0.01599,0.06396,0.46525,0.36459,0.09021,1.00000
419.00000,0.29032,0.00247,0.00817,0.30247,0.86356,0.17005,0.22939,0.11111,0.14656,0.34289,0.00000
420.00000,0.47222,0.00111,0.00199,0.55882,0.86582,0.00000,0.10621,0.10948,0.44935,0.33497,0.00000
421.00000,0.38710,0.00084,0.00121,0.69489,0.95918,0.01882,0.05914,0.05914,0.11828,0.74462,0.00000
422.00000,1.12694,0.06644,0.54658,0.12155,0.18627,0.01633,0.06034,0.43909,0.39431,0.08993,1.00000
423.00000,0.27039,0.02916,0.04778,0.61019,0.97184,0.01206,0.11738,0.15103,0.19334,0.52619,0.00000
424.00000,0.65385,0.00081,0.00144,0.56448,0.81138,0.00000,0.00000,0.07466,0.92081,0.00452,0.00000
425.00000,3.25000,0.00077,0.00609,0.12634,0.64883,0.00000,0.00374,0.26549,0.65865,0.07212,0.00000
426.00000,0.88889,0.00060,0.00094,0.63542,0.95065,0.00000,0.00000,0.00000,0.39583,0.60417,0.00000
427.00000,0.37580,0.06964,0.12061,0.57740,0.82373,0.00345,0.01609,0.11541,0.43061,0.43444,0.00000
428.00000,1.50936,0.03329,0.35026,0.09505,0.18502,0.01012,0.03140,0.41933,0.44441,0.09474,1.00000
429.00000,0.85000,0.01167,0.01771,0.65882,0.90084,0.00000,0.00000,0.00000,0.98971,0.01029,0.00000
430.00000,0.35484,0.00186,0.00444,0.41862,0.75479,0.00000,0.01100,0.12683,0.53812,0.32405,0.00000
431.00000,0.20779,0.00174,0.00401,0.43344,0.78070,0.00162,0.00974,0.01299,0.54627,0.42938,0.00000
432.00000,1.00701,0.05032,0.60048,0.08380,0.12965,0.00688,0.05430,0.27130,0.51891,0.14861,1.00000
433.00000,0.51000,0.02607,0.06641,0.39257,0.63532,0.00485,0.03799,0.11863,0.21534,0.62319,0.00000
434.00000,1.73333,0.00081,0.00127,0.63846,0.93785,0.00000,0.00000,0.00769,0.07436,0.91795,0.00000
435.00000,2.46667,0.00052,0.00181,0.28739,0.50000,0.00000,0.00541,0.14775,0.17477,0.67207,0.00000
436.00000,2.57143,0.00019,0.00041,0.46032,0.87879,0.00000,0.00000,0.00000,0.02381,0.97619,0.00000
437.00000,1.03683,0.03595,0.42057,0.08548,0.18835,0.00475,0.03965,0.23417,0.62016,0.10127,1.00000
438.00000,1.56250,0.00077,0.00130,0.59000,0.92549,0.00000,0.00000,0.02000,0.10500,0.87500,0.00000
439.00000,1.78947,0.00067,0.00210,0.31889,0.53576,0.00000,0.00464,0.10991,0.16409,0.72136,0.00000
440.00000,0.76923,0.00024,0.00042,0.56923,0.88095,0.00000,0.00000,0.00000,0.15385,0.84615,0.00000
441.00000,1.42857,0.00011,0.00023,0.49286,0.89610,0.00000,0.00000,0.02857,0.18571,0.78571,0.00000
442.00000,0.37091,0.05090,0.09131,0.55742,0.87169,0.00542,0.02403,0.08100,0.11886,0.77070,0.00000
443.00000,0.36321,0.03377,0.21255,0.15888,0.91032,0.00357,0.05938,0.25766,0.46851,0.21089,0.00000
444.00000,0.49237,0.02028,0.33768,0.06004,0.15320,0.01557,0.04041,0.12051,0.56200,0.26152,1.00000
445.00000,1.00000,0.00042,0.00064,0.65561,0.96617,0.00000,0.00000,0.00000,0.03061,0.96939,0.00000
446.00000,1.57143,0.00011,0.00025,0.44156,0.85000,0.00000,0.00000,0.00000,0.10390,0.89610,0.00000
447.00000,0.22436,0.05066,0.07109,0.71252,0.90303,0.00050,0.00962,0.01923,0.04789,0.92276,0.00000
448.00000,0.26316,0.03996,0.06061,0.65924,0.90490,0.00000,0.00156,0.01950,0.05274,0.92621,0.00000
449.00000,1.01754,0.00495,0.01076,0.45977,0.79853,0.00121,0.04628,0.01361,0.01785,0.92105,0.00000
450.00000,1.20000,0.00027,0.00039,0.68333,0.94253,0.00000,0.00000,0.00833,0.35833,0.63333,0.00000
451.00000,0.84416,0.07311,0.58652,0.12464,0.15845,0.01040,0.04965,0.14031,0.58746,0.21218,1.00000
452.00000,0.26316,0.03996,0.06061,0.65924,0.90490,0.00000,0.00156,0.01950,0.05274,0.92621,0.00000
453.00000,1.01754,0.00495,0.01076,0.45977,0.79853,0.00121,0.04628,0.01361,0.01785,0.92105,0.00000
454.00000,1.20000,0.00027,0.00039,0.68333,0.94253,0.00000,0.00000,0.00833,0.35833,0.63333,0.00000
455.00000,0.60000,0.00026,0.00044,0.59259,0.93023,0.05185,0.24444,0.34815,0.35556,0.00000,0.00000
456.00000,0.58273,0.07002,0.14660,0.47765,0.80945,0.01079,0.10372,0.07594,0.07081,0.73874,0.00000
457.00000,0.53191,0.05739,0.13770,0.41676,0.91913,0.00865,0.08021,0.07626,0.14910,0.68577,0.00000
458.00000,0.60000,0.05498,0.14238,0.38612,0.66919,0.02151,0.21337,0.10508,0.15505,0.50498,0.00000
459.00000,1.77027,0.01969,0.03156,0.62399,0.88754,0.00000,0.00000,0.00000,0.00402,0.99598,0.00000
460.00000,0.25210,0.01839,0.10459,0.17580,0.30180,0.00000,0.01594,0.06552,0.40763,0.51092,0.00000
461.00000,1.43177,0.38083,0.93125,0.40895,0.61894,0.05541,0.12899,0.05957,0.17788,0.57815,0.00000
462.00000,1.22979,0.02137,0.22108,0.09667,0.14424,0.20714,0.42940,0.09406,0.09968,0.16971,1.00000
463.00000,1.53704,0.00775,0.01459,0.53135,0.85038,0.00000,0.00000,0.03614,0.24855,0.71531,0.00000
464.00000,0.63158,0.00128,0.00297,0.43147,0.71416,0.07566,0.07785,0.15351,0.44408,0.24890,0.00000
465.00000,7.55556,0.00091,0.00199,0.45670,0.68927,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
466.00000,1.69169,0.33126,0.76616,0.43237,0.68913,0.06739,0.16414,0.07514,0.09465,0.59869,0.00000
467.00000,3.64000,0.01576,0.02962,0.53192,0.85416,0.00000,0.00000,0.13703,0.27088,0.59209,0.00000
468.00000,1.34615,0.01433,0.14515,0.09876,0.20410,0.21462,0.54929,0.05965,0.02799,0.14844,1.00000
469.00000,0.47436,0.00647,0.00939,0.68902,0.95716,0.00000,0.09598,0.07277,0.07970,0.75156,0.00000
470.00000,0.61905,0.00156,0.00355,0.43910,0.77214,0.03205,0.14103,0.18040,0.37821,0.26832,0.00000
471.00000,0.44968,0.03753,0.31924,0.11755,0.23965,0.01329,0.05181,0.08259,0.60668,0.24563,1.00000
472.00000,0.43678,0.02671,0.04305,0.62058,0.89870,0.00023,0.01338,0.06791,0.11109,0.80740,0.00000
473.00000,1.00000,0.00081,0.00105,0.76389,0.99000,0.00000,0.00000,0.00000,0.19753,0.80247,0.00000
474.00000,1.50000,0.00032,0.00049,0.66333,0.91705,0.00000,0.00000,0.06667,0.28000,0.65333,0.00000
475.00000,1.44444,0.00025,0.00038,0.66667,0.96296,0.00000,0.00000,0.05983,0.53846,0.40171,0.00000
476.00000,0.79138,0.03779,0.50101,0.07543,0.18103,0.01590,0.05716,0.37140,0.47081,0.08473,1.00000
477.00000,0.39200,0.00857,0.01994,0.42996,0.94306,0.00000,0.02465,0.52016,0.05078,0.40441,0.00000
478.00000,1.06667,0.00410,0.00703,0.58287,0.86559,0.00000,0.00000,0.00000,0.00046,0.99954,0.00000
479.00000,0.22368,0.00210,0.00421,0.50000,0.80902,0.00000,0.01548,0.11068,0.12229,0.75155,0.00000
480.00000,0.82353,0.00057,0.00077,0.73739,0.97500,0.00000,0.00000,0.01261,0.30252,0.68487,0.00000
481.00000,0.65848,0.03861,0.35507,0.10874,0.21746,0.02102,0.07260,0.61581,0.17052,0.12004,1.00000
482.00000,1.03125,0.00210,0.00344,0.60985,0.86559,0.00000,0.00095,0.02652,0.22822,0.74432,0.00000
483.00000,0.87500,0.00055,0.00073,0.74777,0.97384,0.00000,0.00000,0.00446,0.28571,0.70982,0.00000
484.00000,0.22500,0.00054,0.00117,0.46389,0.86305,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
485.00000,0.34483,0.00046,0.00094,0.48966,0.87385,0.00000,0.00000,0.00000,0.11724,0.88276,0.00000
486.00000,0.66093,0.03864,0.35639,0.10842,0.21685,0.01970,0.07349,0.61547,0.17161,0.11973,1.00000
487.00000,1.06452,0.00201,0.00333,0.60411,0.86737,0.00000,0.00098,0.02346,0.22776,0.74780,0.00000
488.00000,0.30435,0.00086,0.00210,0.40994,0.84480,0.00000,0.00000,0.00000,0.01087,0.98913,0.00000
489.00000,0.24390,0.00058,0.00133,0.43415,0.84161,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
490.00000,0.81250,0.00052,0.00068,0.76442,0.98148,0.00000,0.00000,0.00000,0.25000,0.75000,0.00000
491.00000,1.22418,0.07626,0.82498,0.09244,0.13224,0.01645,0.06522,0.51496,0.29927,0.10410,1.00000
492.00000,1.07143,0.00163,0.00273,0.59464,0.85678,0.00000,0.00000,0.00833,0.20238,0.78929,0.00000
493.00000,0.87500,0.00053,0.00073,0.72768,0.96450,0.00000,0.00000,0.00893,0.34821,0.64286,0.00000
494.00000,1.75000,0.00027,0.00036,0.73661,0.97059,0.00000,0.00000,0.12500,0.30357,0.57143,0.00000
495.00000,1.00000,0.00024,0.00047,0.52083,0.89286,0.07639,0.11111,0.41667,0.39583,0.00000,0.00000
496.00000,0.40514,0.06640,0.12756,0.52052,0.90013,0.02710,0.06270,0.03700,0.06268,0.81052,0.00000
497.00000,0.38494,0.04424,0.07158,0.61804,0.95131,0.03875,0.09160,0.02811,0.03156,0.80999,0.00000
498.00000,1.30137,0.03376,0.36120,0.09348,0.19329,0.01035,0.04045,0.49271,0.36070,0.09580,1.00000
499.00000,0.48276,0.00061,0.00132,0.46305,0.84494,0.07635,0.07389,0.07882,0.09852,0.67241,0.00000
500.00000,1.50000,0.00023,0.00031,0.73958,0.97931,0.00000,0.00000,0.04167,0.53125,0.42708,0.00000
501.00000,1.01477,0.08787,0.74217,0.11839,0.15845,0.03951,0.04594,0.32040,0.44032,0.15383,1.00000
502.00000,0.18266,0.04000,0.06203,0.64475,0.85303,0.00000,0.00000,0.00331,0.02104,0.97565,0.00000
503.00000,0.74359,0.00175,0.00368,0.47657,0.71061,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
504.00000,2.22727,0.00172,0.00351,0.49026,0.90188,0.00000,0.00000,0.00000,0.54731,0.45269,0.00000
505.00000,2.55556,0.00162,0.00270,0.60266,0.91308,0.00000,0.00000,0.00000,0.40580,0.59420,0.00000
506.00000,0.32840,0.07967,0.12213,0.65237,0.89739,0.00000,0.00000,0.00168,0.03945,0.95887,0.00000
507.00000,0.30491,0.04727,0.14865,0.31802,0.92101,0.02448,0.06622,0.35122,0.21252,0.34555,0.00000
508.00000,0.46117,0.02465,0.25482,0.09675,0.21062,0.01658,0.03558,0.16063,0.56396,0.22325,1.00000
509.00000,1.84615,0.00184,0.00406,0.45353,0.90705,0.00000,0.00000,0.00000,0.58093,0.41907,0.00000
510.00000,2.00000,0.00174,0.00344,0.50614,0.88076,0.00000,0.00000,0.00000,0.50851,0.49149,0.00000
511.00000,1.51659,0.36201,0.87917,0.41177,0.58534,0.07593,0.15835,0.05841,0.15022,0.55708,0.00000
512.00000,1.16260,0.02202,0.22902,0.09613,0.14142,0.18668,0.46656,0.08424,0.07779,0.18473,1.00000
513.00000,1.98214,0.01984,0.08094,0.24513,0.36990,0.00004,0.00322,0.12593,0.32332,0.54750,0.00000
514.00000,1.50000,0.00076,0.00158,0.47840,0.85478,0.00000,0.00000,0.00000,0.04321,0.95679,0.00000
515.00000,2.76923,0.00075,0.00152,0.49145,0.87786,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
516.00000,1.13350,0.26163,0.62632,0.41773,0.62193,0.16425,0.20776,0.08516,0.05588,0.48695,0.00000
517.00000,1.07494,0.04804,0.52406,0.09168,0.13833,0.30018,0.34325,0.09530,0.03421,0.22706,1.00000
518.00000,0.29289,0.02757,0.05446,0.50619,0.91929,0.09378,0.26850,0.03007,0.05075,0.55690,0.00000
519.00000,2.70000,0.00044,0.00088,0.50370,0.86349,0.00000,0.01852,0.11481,0.20741,0.65926,0.00000
520.00000,1.18182,0.00035,0.00047,0.75175,0.95133,0.00000,0.00000,0.04895,0.15385,0.79720,0.00000
521.00000,1.30392,0.33068,0.70656,0.46802,0.67986,0.07070,0.11411,0.08454,0.11468,0.61597,0.00000
522.00000,0.68563,0.02087,0.24898,0.08384,0.19255,0.36058,0.36262,0.06259,0.02663,0.18759,1.00000
523.00000,1.43182,0.00546,0.00902,0.60552,0.83300,0.00361,0.04798,0.11039,0.28608,0.55195,0.00000
524.00000,0.42466,0.00542,0.00737,0.73619,0.94471,0.00000,0.11445,0.07291,0.08749,0.72514,0.00000
525.00000,1.12500,0.00088,0.00211,0.41667,0.66258,0.00000,0.00772,0.20062,0.38272,0.40895,0.00000
526.00000,0.75854,0.18665,0.47587,0.39222,0.56624,0.29022,0.25362,0.06553,0.03989,0.35075,0.00000
527.00000,0.34817,0.11521,0.16538,0.69661,0.95955,0.14986,0.03533,0.05993,0.09463,0.66024,0.00000
528.00000,0.38424,0.04241,0.20617,0.20569,0.34342,0.55259,0.15427,0.04192,0.06221,0.18901,0.00000
529.00000,0.78947,0.00055,0.00093,0.59123,0.83005,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000
530.00000,1.09091,0.00029,0.00043,0.67045,0.93651,0.00000,0.00000,0.01515,0.98485,0.00000,0.00000
531.00000,0.44570,0.10265,0.28344,0.36217,0.46976,0.17897,0.22547,0.07590,0.06396,0.45569,0.00000
532.00000,0.58057,0.04635,0.33656,0.13772,0.24819,0.67750,0.11831,0.02665,0.02766,0.14988,0.00000
533.00000,0.24906,0.02827,0.05693,0.49663,0.94929,0.18593,0.05077,0.05220,0.17965,0.53145,0.00000
534.00000,0.46189,0.02381,0.28190,0.08447,0.18583,0.35252,0.35162,0.04035,0.03821,0.21731,1.00000
535.00000,1.80000,0.00003,0.00015,0.23333,0.53846,0.00000,0.00000,0.00000,0.17778,0.82222,0.00000
536.00000,0.71467,0.20145,0.31505,0.63942,0.85526,0.04687,0.12768,0.08159,0.03446,0.70940,0.00000
537.00000,1.25852,0.03812,0.50760,0.07509,0.16300,0.63845,0.17479,0.02542,0.02383,0.13751,1.00000
538.00000,1.98765,0.00557,0.04245,0.13128,0.78658,0.38364,0.02109,0.36600,0.05828,0.17100,0.00000
539.00000,0.88889,0.00012,0.00023,0.50694,0.92405,0.00000,0.00000,0.09722,0.20833,0.69444,0.00000
540.00000,2.25000,0.00005,0.00012,0.40278,0.87879,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
541.00000,1.50450,0.05906,0.54308,0.10875,0.11697,0.03139,0.08202,0.56337,0.19561,0.12761,1.00000
542.00000,2.19048,0.00102,0.00314,0.32557,0.54131,0.00000,0.04348,0.12940,0.30331,0.52381,0.00000
543.00000,1.71429,0.00069,0.00109,0.62798,0.89597,0.00000,0.00000,0.05655,0.14583,0.79762,0.00000
544.00000,6.37500,0.00067,0.00133,0.50490,0.79383,0.00000,0.00000,0.00000,0.27941,0.72059,0.00000
545.00000,0.73333,0.00035,0.00054,0.64242,0.96364,0.00000,0.00000,0.00000,0.15152,0.84848,0.00000
546.00000,1.29129,0.03350,0.46611,0.07186,0.14957,0.03113,0.07054,0.64399,0.16497,0.08937,1.00000
547.00000,0.20076,0.02181,0.04555,0.47877,0.73149,0.00000,0.00000,0.00329,0.18689,0.80982,0.00000
548.00000,0.11397,0.00886,0.02745,0.32288,0.59691,0.00000,0.00095,0.00700,0.04685,0.94521,0.00000
549.00000,0.34568,0.00401,0.00738,0.54365,0.90963,0.00000,0.00000,0.00485,0.10891,0.88624,0.00000
550.00000,0.66667,0.00288,0.00564,0.51096,0.83232,0.00000,0.00000,0.00000,0.09285,0.90715,0.00000
551.00000,0.39637,0.15712,0.19225,0.81727,0.89055,0.00000,0.00007,0.00393,0.07721,0.91879,0.00000
552.00000,1.08615,0.02973,0.37345,0.07962,0.16601,0.04379,0.08114,0.64434,0.13143,0.09930,1.00000
553.00000,0.34483,0.00128,0.00378,0.33966,0.59970,0.00000,0.00000,0.02845,0.31466,0.65690,0.00000
554.00000,2.75000,0.00090,0.00229,0.39062,0.60506,0.00000,0.00142,0.09091,0.29688,0.61080,0.00000
555.00000,4.77778,0.00066,0.00126,0.52713,0.80792,0.00000,0.00000,0.00000,0.27132,0.72868,0.00000
556.00000,0.72351,0.28595,0.35273,0.81066,0.91210,0.00000,0.00060,0.00879,0.12405,0.86656,0.00000
557.00000,0.78899,0.02629,0.27463,0.09573,0.19860,0.06202,0.10501,0.57100,0.13995,0.12203,1.00000
558.00000,2.25000,0.00107,0.00293,0.36389,0.57105,0.00000,0.03000,0.13667,0.29111,0.54222,0.00000
559.00000,5.37500,0.00067,0.00112,0.59738,0.86345,0.00000,0.00000,0.00000,0.22965,0.77035,0.00000
560.00000,2.00000,0.00066,0.00110,0.59763,0.86510,0.00000,0.00000,0.10059,0.13609,0.76331,0.00000
561.00000,0.65000,0.43492,0.48750,0.89215,0.96584,0.00000,0.00002,0.00232,0.07120,0.92646,0.00000
562.00000,0.56716,0.02450,0.20719,0.11823,0.22883,0.05994,0.09406,0.54132,0.15964,0.14504,1.00000
563.00000,0.29630,0.00107,0.00281,0.38079,0.66197,0.00000,0.00000,0.00000,0.27431,0.72569,0.00000
564.00000,2.78571,0.00097,0.00178,0.54487,0.72738,0.00000,0.00183,0.03480,0.15018,0.81319,0.00000
565.00000,1.80000,0.00077,0.00132,0.58148,0.88202,0.00000,0.00000,0.06173,0.18519,0.75309,0.00000
566.00000,1.01250,0.66625,0.75938,0.87737,0.94424,0.00000,0.00318,0.02037,0.07374,0.90270,0.00000
567.00000,0.02545,0.00271,0.00627,0.43221,0.75056,0.01143,0.04416,0.08623,0.27896,0.57922,0.00000
568.00000,0.39394,0.00236,0.00559,0.42337,0.69323,0.00000,0.00000,0.00758,0.27972,0.71270,0.00000
569.00000,6.25000,0.00074,0.00130,0.56875,0.82878,0.00000,0.00000,0.00000,0.21500,0.78500,0.00000
570.00000,0.68571,0.00056,0.00273,0.20476,0.58404,0.00000,0.00000,0.06190,0.48690,0.45119,0.00000
571.00000,1.16667,0.74483,0.87500,0.85123,0.95178,0.00000,0.00159,0.02714,0.09913,0.87214,0.00000
572.00000,0.42857,0.00094,0.00171,0.54762,0.79201,0.00000,0.00000,0.00000,0.08190,0.91810,0.00000
573.00000,1.33333,0.00050,0.00098,0.51333,0.81698,0.00000,0.00000,0.00000,0.21667,0.78333,0.00000
574.00000,1.00000,0.00003,0.00008,0.40000,0.86957,0.00000,0.00000,0.00000,0.04000,0.96000,0.00000
575.00000,0.25000,0.00001,0.00005,0.25000,0.80000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000
576.00000,1.50760,0.05805,0.53120,0.10928,0.11449,0.03234,0.08369,0.56828,0.18694,0.12875,1.00000
577.00000,2.25000,0.00087,0.00187,0.46528,0.66337,0.00000,0.01910,0.11979,0.19271,0.66840,0.00000
578.00000,1.85714,0.00072,0.00118,0.60440,0.88176,0.00000,0.00000,0.07692,0.17033,0.75275,0.00000
579.00000,0.80000,0.00035,0.00059,0.58889,0.94222,0.00000,0.00000,0.00000,0.21111,0.78889,0.00000
580.00000,1.09091,0.00021,0.00043,0.48485,0.89510,0.00000,0.00000,0.00000,0.10606,0.89394,0.00000
581.00000,1.31481,0.03557,0.44930,0.07916,0.15190,0.02712,0.08469,0.61961,0.17020,0.09838,1.00000
582.00000,0.18750,0.02279,0.03516,0.64819,0.90592,0.00380,0.01194,0.02324,0.10852,0.85250,0.00000
583.00000,3.57143,0.00084,0.00228,0.36786,0.54613,0.00000,0.02143,0.05571,0.27571,0.64714,0.00000
584.00000,1.92857,0.00075,0.00123,0.61111,0.88506,0.00000,0.00000,0.09259,0.14815,0.75926,0.00000
585.00000,0.80000,0.00033,0.00059,0.56389,0.93981,0.00000,0.00000,0.00000,0.22222,0.77778,0.00000
586.00000,1.41000,0.03272,0.41309,0.07921,0.15387,0.02652,0.07191,0.64548,0.15952,0.09656,1.00000
587.00000,0.22222,0.02239,0.03375,0.66329,0.92062,0.03337,0.01968,0.03926,0.10079,0.80691,0.00000
588.00000,3.28571,0.00034,0.00052,0.64286,0.87342,0.00000,0.00000,0.01863,0.11180,0.86957,0.00000
589.00000,0.78571,0.00033,0.00050,0.66234,0.96226,0.00000,0.00000,0.00000,0.14935,0.85065,0.00000
590.00000,5.28571,0.00028,0.00084,0.33591,0.59589,0.00000,0.06178,0.06564,0.25097,0.62162,0.00000
591.00000,0.34491,0.11172,0.20953,0.53319,0.75893,0.00684,0.05347,0.06219,0.24021,0.63729,0.00000
592.00000,1.02167,0.03027,0.34697,0.08725,0.16951,0.01950,0.07631,0.64733,0.15535,0.10150,1.00000
593.00000,0.12917,0.01220,0.02422,0.50356,0.90550,0.00000,0.22151,0.06237,0.05403,0.66210,0.00000
594.00000,1.00000,0.00060,0.00144,0.41837,0.67091,0.00000,0.00000,0.00000,0.29252,0.70748,0.00000
595.00000,0.85714,0.00034,0.00055,0.61905,0.94545,0.00000,0.00000,0.00000,0.16667,0.83333,0.00000
596.00000,0.38642,0.10384,0.18452,0.56277,0.76347,0.01447,0.06529,0.07305,0.21380,0.63339,0.00000
597.00000,0.89697,0.02895,0.31797,0.09105,0.17682,0.02343,0.07525,0.65764,0.13866,0.10503,1.00000
598.00000,0.28994,0.02160,0.02696,0.80147,0.96615,0.00326,0.10301,0.04070,0.02681,0.82623,0.00000
599.00000,0.13131,0.00151,0.00419,0.35936,0.79399,0.10800,0.20047,0.11888,0.16939,0.40326,0.00000
600.00000,1.44444,0.00078,0.00152,0.51496,0.90602,0.04915,0.07051,0.16880,0.14316,0.56838,0.00000
601.00000,0.44099,0.09115,0.14884,0.61239,0.74110,0.01153,0.05603,0.08129,0.18131,0.66985,0.00000
602.00000,0.86667,0.02890,0.30723,0.09407,0.18106,0.02337,0.06951,0.67005,0.12832,0.10875,1.00000
603.00000,0.44248,0.01551,0.01839,0.84354,0.94855,0.00000,0.03805,0.06496,0.02673,0.87027,0.00000
604.00000,6.28571,0.00285,0.00902,0.31620,0.43423,0.01227,0.03788,0.14971,0.31205,0.48810,0.00000
605.00000,0.10345,0.00130,0.00255,0.51022,0.85000,0.00000,0.08557,0.12388,0.22350,0.56705,0.00000
606.00000,0.82212,0.09551,0.11578,0.82494,0.91429,0.01636,0.10127,0.02809,0.01501,0.83927,0.00000
607.00000,0.35065,0.09349,0.16919,0.55257,0.75908,0.00856,0.05599,0.06928,0.24418,0.62199,0.00000
608.00000,0.56119,0.02570,0.20501,0.12536,0.23316,0.00711,0.05961,0.67480,0.11807,0.14041,1.00000
609.00000,1.41176,0.00219,0.00531,0.41299,0.61920,0.01838,0.07230,0.21752,0.19485,0.49694,0.00000
610.00000,0.09890,0.00110,0.00267,0.41148,0.80238,0.02320,0.15507,0.13309,0.21123,0.47741,0.00000
611.00000,1.40432,0.03628,0.47988,0.07560,0.14435,0.03482,0.09059,0.60548,0.17523,0.09387,1.00000
612.00000,0.07285,0.00277,0.00541,0.51204,0.89385,0.07345,0.04636,0.04937,0.11981,0.71102,0.00000
613.00000,1.78571,0.00072,0.00114,0.62857,0.90164,0.00000,0.00000,0.07429,0.14571,0.78000,0.00000
614.00000,3.16667,0.00054,0.00148,0.36075,0.52724,0.00000,0.02851,0.04167,0.12281,0.80702,0.00000
615.00000,0.66667,0.00032,0.00049,0.65333,0.95610,0.00000,0.00000,0.00000,0.14667,0.85333,0.00000
616.00000,1.48936,0.05860,0.52477,0.11166,0.11659,0.03223,0.08101,0.57171,0.18357,0.13149,1.00000
617.00000,0.71698,0.00153,0.00656,0.23287,0.62701,0.00000,0.00000,0.40169,0.20953,0.38878,0.00000
618.00000,2.64706,0.00083,0.00249,0.33464,0.54410,0.00000,0.01569,0.11111,0.29281,0.58039,0.00000
619.00000,1.84615,0.00063,0.00102,0.62500,0.89245,0.00000,0.00000,0.07051,0.15705,0.77244,0.00000
620.00000,5.71429,0.00050,0.00091,0.55179,0.81746,0.00000,0.00000,0.00000,0.26429,0.73571,0.00000
621.00000,1.49555,0.05949,0.55289,0.10759,0.11736,0.02862,0.08213,0.56602,0.19634,0.12690,1.00000
622.00000,1.37500,0.00183,0.00458,0.39986,0.65809,0.00000,0.00000,0.14702,0.30753,0.54545,0.00000
623.00000,5.44444,0.00077,0.00144,0.53628,0.81132,0.00000,0.00000,0.00000,0.25850,0.74150,0.00000
624.00000,0.80000,0.00037,0.00059,0.63611,0.96218,0.00000,0.00000,0.00000,0.15000,0.85000,0.00000
625.00000,0.80000,0.00028,0.00059,0.47222,0.74561,0.00000,0.00000,0.00000,0.17778,0.82222,0.00000
626.00000,2.28700,0.04469,0.37021,0.12070,0.13151,0.02871,0.02946,0.68787,0.11616,0.13780,1.00000
